QUESTION_ID,MODULE,TOPIC,QUESTION,HINT,ANSWER_CORRECT,WRONG_EXAMPLES,KEYWORDS
Q045,M12T2,Conjunto de datos y preprocesamiento (RNN/NLP),¿Cuál es el propósito de dividir el corpus en entrenamiento/validación/prueba en NLP?,Evalúa generalización y evita sobreajuste.,"[""Medir la capacidad de generalización del modelo en datos no vistos"", ""Evitar sobreajuste y calibrar hiperparámetros con validación"", ""Obtener una estimación honesta del rendimiento final con el conjunto de prueba""]","[""Aumentar artificialmente el tamaño del vocabulario"", ""Garantizar que todas las clases estén ausentes en validación"", ""Reutilizar la prueba para ajustar pesos en cada época""]","['validación', 'estimación', 'datos', 'rendimiento', 'prueba', 'generalización', 'modelo', 'capacidad', 'final', 'sobreajuste']"
Q046,M12T2,Conjunto de datos y preprocesamiento (RNN/NLP),Caso práctico: Tu dataset tiene fuerte desbalance de clases para análisis de sentimiento. ¿Qué estrategia inicial probarías?,Piensa en reponderación y re-muestreo.,"[""Aplicar re-muestreo (oversampling de la clase minoritaria)"", ""Usar pesos de clase en la función de pérdida"", ""Aumentar datos con técnicas de data augmentation textual controlado""]","[""Eliminar la clase minoritaria para simplificar el problema"", ""Mezclar entrenamiento con prueba para equilibrar"", ""Duplicar aleatoriamente la clase mayoritaria""]","['oversampling', 'datos', 'data', 'clase', 'minoritaria', 'augmentation', 'aumentar', 'pérdida', 'usar', 'técnicas']"
Q047,M12T2,Conjunto de datos y preprocesamiento (RNN/NLP),"¿Por qué es útil la tokenización consistente y la normalización (lowercasing, quitar signos) antes de entrenar?",Reduce variabilidad irrelevante.,"[""Disminuye la variación superficial y el ruido en el texto"", ""Reduce el tamaño del vocabulario sin perder significado clave"", ""Mejora la estabilidad y convergencia del entrenamiento""]","[""Incrementa necesariamente la precisión en imágenes"", ""Evita la necesidad de embeddings"", ""Permite entrenar sin GPU ni CPU""]","['vocabulario', 'ruido', 'entrenamiento', 'texto', 'disminuye', 'mejora', 'estabilidad', 'reduce', 'convergencia', 'variación']"
Q048,M12T3,Clasificación de opiniones / Análisis de sentimiento (RNN),"En análisis de sentimiento con RNN, ¿qué representa típicamente la salida final de la red?",Piensa en una probabilidad o etiqueta global.,"[""Una representación global del sentimiento del texto (probabilidad/etiqueta)"", ""Una probabilidad por clase que resume la secuencia completa"", ""La predicción de polaridad (positiva/negativa/neutral)""]","[""La transcripción fonética de cada palabra"", ""Las coordenadas de bounding boxes por token"", ""Un conjunto de imágenes con el sentimiento""]","['probabilidad', 'predicción', 'polaridad', 'negativa', 'positiva', 'neutral', 'clase', 'secuencia', 'global', 'sentimiento']"
Q049,M12T3,Clasificación de opiniones / Análisis de sentimiento (RNN),"Caso práctico: Si el modelo confunde sarcasmo con sentimiento positivo, ¿qué medida ayudaría?",Piensa en contexto y datos.,"[""Aumentar el dataset con ejemplos etiquetados de sarcasmo"", ""Incorporar modelos que capturen contexto más amplio (LSTM/GRU más profundas)"", ""Añadir características pragmáticas/contextuales o fine-tuning con datos específicos""]","[""Eliminar todas las oraciones irónicas del corpus de entrenamiento"", ""Cambiar a un modelo de visión por computadora"", ""Forzar que todas las reseñas largas sean negativas""]","['dataset', 'contextuales', 'sarcasmo', 'contexto', 'ejemplos', 'datos', 'lstm', 'etiquetados', 'características', 'modelos']"
Q050,M12T3,Clasificación de opiniones / Análisis de sentimiento (RNN),¿Qué ventaja tiene combinar modelado de temas (LDA/NMF) con análisis de sentimiento?,Relaciona temas con sentimiento por aspecto.,"[""Permite analizar sentimiento por cada tema o aspecto identificado"", ""Mejora la interpretación al vincular tópicos con polaridad"", ""Facilita priorizar acciones sobre temas con peor percepción""]","[""Evita la necesidad de etiquetar datos"", ""Convierte automáticamente texto en audio"", ""Sustituye el preprocesamiento de texto""]","['percepción', 'tópicos', 'analizar', 'interpretación', 'priorizar', 'polaridad', 'sentimiento', 'mejora', 'tema', 'temas']"
Q051,M12T4,Codificador–Decodificador y Traducción automática,¿Cuál es el rol del encoder en un modelo seq2seq para traducción?,Piensa en representar la entrada como un estado/vecino contextual.,"[""Codificar la secuencia de origen en una representación contextual compacta"", ""Capturar el significado global de la frase de entrada"", ""Proveer al decoder de una representación informativa para generar la salida""]","[""Generar directamente la frase traducida"", ""Calcular la pérdida de entrenamiento"", ""Reordenar las palabras de la salida final""]","['codificar', 'contextual', 'decoder', 'secuencia', 'origen', 'frase', 'generar', 'significado', 'informativa', 'representación']"
Q052,M12T4,Codificador–Decodificador y Traducción automática,Caso práctico: El decoder traduce mal palabras largas o compuestas. ¿Qué componente mejora este problema?,Atención ayuda a alinear.,"[""Agregar un mecanismo de atención para alinear mejor entrada y salida"", ""Usar atención global/local para enfocarse en segmentos relevantes"", ""Aplicar subword tokenization (BPE) para manejar palabras compuestas""]","[""Usar pooling máximo fijo en toda la entrada"", ""Eliminar el estado del encoder"", ""Forzar embeddings aleatorios en inferencia""]","['subword', 'tokenization', 'enfocarse', 'atención', 'usar', 'palabras', 'local', 'relevantes', 'agregar', 'segmentos']"
Q053,M12T4,Codificador–Decodificador y Traducción automática,¿Para qué sirve el 'teacher forcing' durante el entrenamiento del decoder?,Entrada del paso previo: ground truth vs. predicción.,"[""Acelerar el aprendizaje alimentando el token correcto anterior"", ""Reducir la acumulación de errores durante el entrenamiento"", ""Estabilizar la secuencia generada en fases iniciales""]","[""Obligar al modelo a memorizar todo el corpus"", ""Desactivar la retropropagación de gradientes"", ""Eliminar la necesidad de un conjunto de validación""]","['aprendizaje', 'entrenamiento', 'secuencia', 'estabilizar', 'errores', 'acelerar', 'acumulación', 'fases', 'reducir', 'alimentando']"
Q054,M12T5,Mecanismos de atención,¿Qué calcula el mecanismo de atención en modelos seq2seq?,Pesos sobre entradas relevantes.,"[""Pesos que indican qué partes de la entrada son más relevantes"", ""Una distribución (vía softmax) para ponderar contextos"", ""Un vector de contexto ponderado para el decoder""]","[""La tasa de aprendizaje óptima"", ""El número de épocas necesarias"", ""La longitud fija de la secuencia de salida""]","['contextos', 'contexto', 'softmax', 'decoder', 'relevantes', 'vector', 'partes', 'indican', 'entrada', 'ponderado']"
Q055,M12T5,Mecanismos de atención,Caso práctico: La atención parece 'difusa' y no se concentra en tokens clave. ¿Qué intentarías?,Ajusta arquitectura y regularización.,"[""Aumentar dimensionalidad de embeddings o cabezas de atención"", ""Ajustar temperatura/escala en dot-product attention"", ""Regularizar suavemente para evitar colapso o sobre-suavizado""]","[""Eliminar las codificaciones posicionales"", ""Deshabilitar normalización de capas"", ""Usar función de activación constante""]","['attention', 'dimensionalidad', 'escala', 'atención', 'ajustar', 'cabezas', 'temperatura', 'suavemente', 'aumentar', 'evitar']"
Q056,M12T5,Mecanismos de atención,¿Por qué la atención mejora la traducción respecto a un vector de contexto fijo?,Información localizada y dinámica.,"[""Permite acceder selectivamente a partes relevantes de la entrada en cada paso"", ""Evita comprimir toda la oración en un único vector"", ""Facilita alinear palabras y frases entre idiomas""]","[""Reduce el costo computacional en todos los casos"", ""Elimina la necesidad de embeddings"", ""Sustituye al encoder por completo""]","['idiomas', 'frases', 'selectivamente', 'vector', 'comprimir', 'palabras', 'evita', 'acceder', 'entrada', 'partes']"
Q057,M12T6,Modelos Transformers (NLP),¿Qué reemplaza la recurrencia en los Transformers para modelar dependencias?,Piensa en self-attention y paralelismo.,"[""El mecanismo de autoatención (self-attention)"", ""Atención multi-cabeza para capturar relaciones en paralelo"", ""Combinación de self-attention con codificaciones posicionales""]","[""Convoluciones 3D sobre la secuencia"", ""Pooling global sin pesos"", ""Celdas LSTM apiladas con compuertas""]","['autoatención', 'attention', 'self', 'atención', 'mecanismo', 'cabeza', 'paralelo', 'posicionales', 'relaciones', 'multi']"
Q058,M12T6,Modelos Transformers (NLP),Caso práctico: Tu BERT fine-tuned sobre-responde con frases largas irrelevantes. ¿Primer ajuste?,Regularización/early stopping/learning rate.,"[""Reducir la tasa de aprendizaje y aplicar early stopping"", ""Aumentar regularización (weight decay) y dropout moderado"", ""Rebalancear el dataset y revisar longitud máxima de secuencia""]","[""Eliminar las codificaciones posicionales para acortar respuestas"", ""Entrenar sin validación para ganar tiempo"", ""Desactivar el tokenizador y pasar texto crudo""]","['rebalancear', 'regularización', 'reducir', 'dataset', 'aprendizaje', 'dropout', 'decay', 'secuencia', 'aumentar', 'tasa']"
Q059,M12T6,Modelos Transformers (NLP),¿Para qué sirven las codificaciones posicionales en un Transformer?,Orden de la secuencia sin recurrencia.,"[""Introducir información de orden/posición en la secuencia"", ""Permitir que el modelo distinga tokens por su ubicación relativa"", ""Compensar la ausencia de recurrencia en la arquitectura""]","[""Reducir el tamaño del vocabulario"", ""Convertir texto en imagen"", ""Sustituir las capas feed-forward""]","['posición', 'secuencia', 'modelo', 'arquitectura', 'tokens', 'orden', 'recurrencia', 'relativa', 'ubicación', 'compensar']"
Q060,M12T7,Transformers para visión,¿Cómo procesa ViT una imagen de entrada?,Piensa en parches como tokens.,"[""Divide la imagen en parches y los trata como una secuencia de tokens"", ""Usa codificaciones posicionales para mantener información espacial"", ""Aplica self-attention sobre los embeddings de los parches""]","[""Convierte cada píxel en una palabra del diccionario"", ""Genera una máscara causal como en lenguaje"", ""Elimina toda información de posición""]","['parches', 'posicionales', 'tokens', 'codificaciones', 'embeddings', 'espacial', 'divide', 'imagen', 'secuencia', 'aplica']"
Q061,M12T7,Transformers para visión,"Caso práctico: En DETR, las predicciones de bounding boxes son imprecisas. ¿Qué revisarías primero?","Pérdida, anclas no se usan en DETR, revisa entrenamiento.","[""Ajustar la función de pérdida (combinando clasificación y regresión)"", ""Revisar el schedule de entrenamiento y la calidad de anotaciones"", ""Afinar el número de queries y el tamaño de la imagen de entrada""]","[""Añadir anclas manuales como en Faster R-CNN (DETR no usa anclas)"", ""Eliminar la pérdida de regresión de cajas"", ""Sustituir self-attention por pooling promedio""]","['clasificación', 'entrenamiento', 'regresión', 'pérdida', 'calidad', 'schedule', 'ajustar', 'revisar', 'queries', 'función']"
Q062,M12T7,Transformers para visión,¿Qué desafío habitual presentan los Transformers en visión frente a las CNN?,Datos y costo computacional.,"[""Requieren más datos y cómputo para alcanzar su máximo rendimiento"", ""Pueden sobreajustar con datasets pequeños si no se regularizan"", ""Suelen necesitar preentrenamiento extensivo""]","[""No pueden procesar imágenes en color"", ""No pueden entrenarse con GPUs"", ""Siempre tienen menos parámetros que una CNN""]","['datasets', 'datos', 'sobreajustar', 'rendimiento', 'preentrenamiento', 'extensivo', 'requieren', 'suelen', 'pueden', 'necesitar']"
Q063,M12T8,Transformers de Hugging Face,¿Qué ventaja ofrece usar `pipeline` de Hugging Face para una tarea NLP?,Abstracción de carga y pre/post-procesado.,"[""Facilita inferencia rápida integrando tokenización, modelo y postproceso"", ""Permite usar modelos preentrenados con pocas líneas de código"", ""Estandariza entradas y salidas para tareas comunes""]","[""Entrena automáticamente el modelo sin datos"", ""Elimina la necesidad de GPU"", ""Convierte modelos de visión en NLP""]","['postproceso', 'modelos', 'modelo', 'código', 'tokenización', 'tareas', 'integrando', 'inferencia', 'usar', 'preentrenados']"
Q064,M12T8,Transformers de Hugging Face,Caso práctico: El tokenizer corta términos técnicos clave. ¿Qué harías?,Tokens especiales o vocab ampliado.,"[""Añadir tokens al vocabulario y reentrenar/ajustar el tokenizer"", ""Usar subword tokenization adecuada (BPE/WordPiece)"", ""Realizar fine-tuning con corpus específico del dominio""]","[""Eliminar el tokenizer para pasar texto crudo"", ""Forzar longitud máxima extremadamente corta"", ""Desactivar codificaciones posicionales""]","['tokenization', 'tokenizer', 'tokens', 'subword', 'vocabulario', 'wordpiece', 'corpus', 'tuning', 'usar', 'ajustar']"
Q065,M12T8,Transformers de Hugging Face,¿Para qué sirve `from_pretrained` en Transformers?,Carga de pesos y configuración.,"[""Cargar un modelo y tokenizer con pesos preentrenados"", ""Recuperar configuración y vocabulario asociados al checkpoint"", ""Permitir fine-tuning sin entrenar desde cero""]","[""Compilar el modelo a lenguaje ensamblador"", ""Borrar el histórico de entrenamiento"", ""Crear un modelo sin arquitectura definida""]","['checkpoint', 'tuning', 'tokenizer', 'entrenar', 'preentrenados', 'cargar', 'configuración', 'pesos', 'cero', 'modelo']"
Q066,M12T9,Otras librerías de transformers (comparativa),"¿Qué criterio es clave al comparar librerías como Fairseq, OpenNMT o Tensor2Tensor?","Compatibilidad, comunidad, rendimiento.","[""Compatibilidad con frameworks y facilidad de integración"", ""Comunidad, documentación y ejemplos disponibles"", ""Rendimiento y soporte de entrenamiento distribuido""]","[""El número de colores del logo"", ""Que no tengan documentación para evitar sesgos"", ""Que obliguen a usar un solo backend""]","['frameworks', 'entrenamiento', 'compatibilidad', 'comunidad', 'soporte', 'distribuido', 'documentación', 'integración', 'ejemplos', 'disponibles']"
Q067,M12T9,Otras librerías de transformers (comparativa),Caso práctico: Necesitas inferencia ultrarrápida con modelos grandes. ¿Qué herramienta considerarías?,Optimización e inferencia: ONNX/DeepSpeed.,"[""Exportar a ONNX Runtime para acelerar la inferencia"", ""Usar DeepSpeed/quantización para optimizar memoria y latencia"", ""Aplicar compiladores/graph optimizers del framework""]","[""Aumentar el tamaño del batch indefinidamente"", ""Desactivar la vectorización para mayor control"", ""Entrenar desde cero sin preentrenamiento""]","['optimizers', 'runtime', 'deepspeed', 'optimizar', 'compiladores', 'quantización', 'graph', 'framework', 'onnx', 'acelerar']"
Q068,M12T9,Otras librerías de transformers (comparativa),¿Qué ventaja aporta un enfoque modular y configurable en estas librerías?,Reutilización y experimentación.,"[""Facilita experimentar con arquitecturas y cambios de componentes"", ""Permite reutilizar código entre tareas y proyectos"", ""Reduce tiempo de desarrollo y errores""]","[""Impide reproducibilidad de experimentos"", ""Obliga a usar únicamente RNNs"", ""Elimina la necesidad de pruebas""]","['proyectos', 'arquitecturas', 'reutilizar', 'tareas', 'componentes', 'código', 'reduce', 'desarrollo', 'cambios', 'facilita']"
Q069,M12T10,Aplicaciones prácticas NLP con RNN y atención,"En una app de NLP productiva, ¿qué debes monitorear tras el despliegue?",Métricas de rendimiento y de negocio.,"[""Métricas de modelo (precisión/AUC/latencia) y drifts de datos"", ""Disponibilidad, errores y tiempos de respuesta"", ""Indicadores de negocio/UX (CTR, satisfacción, quejas)""]","[""Solo el consumo de disco del servidor"", ""Únicamente la cantidad de epochs entrenadas"", ""La temperatura del color del dashboard""]","['indicadores', 'precisión', 'datos', 'latencia', 'errores', 'drifts', 'métricas', 'negocio', 'satisfacción', 'tiempos']"
Q070,M12T10,Aplicaciones prácticas NLP con RNN y atención,Caso práctico: El modelo degradó su rendimiento meses después del lanzamiento. ¿Posible causa y acción?,Data drift + reentrenamiento.,"[""Drift de datos del dominio; recolectar nuevos ejemplos y realizar reentrenamiento"", ""Monitorear distribución de features y recalibrar umbrales"", ""Implementar pipelines de actualización periódica con validación""]","[""Eliminar logs para ahorrar almacenamiento"", ""Aumentar el batch size de inferencia sin evaluar"", ""Deshabilitar el sistema de alertas para evitar notificaciones""]","['actualización', 'drift', 'datos', 'distribución', 'validación', 'features', 'ejemplos', 'recalibrar', 'monitorear', 'nuevos']"
Q071,M12T10,Aplicaciones prácticas NLP con RNN y atención,¿Qué pasos claves incluye llevar un prototipo de NLP a producción?,"Piensa en API, escalabilidad y pruebas.","[""Exponer el modelo vía API y agregar autenticación"", ""Asegurar escalabilidad, monitoreo y logging"", ""Pruebas A/B, integración y regresión antes de lanzar""]","[""Evitar pruebas con usuarios para ahorrar tiempo"", ""Publicar pesos del modelo sin control de acceso"", ""Quitar métricas para simplificar""]","['logging', 'autenticación', 'monitoreo', 'pruebas', 'integración', 'modelo', 'regresión', 'agregar', 'exponer', 'escalabilidad']"
